Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
09/05/2025,748.2003(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/19/2025,10/03/2025,Individual Standards Evaluated,Medium,Yes,Medication labeled to be administered for the afternoon and evening were dispensed in the morning. The medication was stored unsecured in small cups that were not labeled. The medication logs were pre-filled prior to medications being administered to the child is was prescribed to. ,"4079109. Per email from Unit Director, the operation revised their medication administration procedures and provided training to all house parents and staff. A copy of the email will be uploaded into the document library. An inspection on 10/3/25 reviewed medication logs with no concern. The Unit Director advised each house parent was retrained and each cottage was provided a guide with instructions for administration of medication. "
07/10/2025,748.2203(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/03/2025,09/05/2025,Individual Standards Evaluated,Medium High,Yes,A child in care received medication prescribed to another child and the error was not documented. ,A child in care received medication prescribed to another child and the error was not documented. 
07/10/2025,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/03/2025,09/05/2025,Individual Standards Evaluated,Medium High,Yes,"A caregiver used yelling, demeaning remarks and abrasive tone towards children in care.","A caregiver used yelling, demeaning remarks and abrasive tone towards children in care."
11/20/2024,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/16/2025,01/27/2025,Individual Standards Evaluated,Medium High,Yes,A house parent's disparaging comments and looks make a child in care feel excluded and isolated from the others residing in the cottage.,"A follow-up inspection was conducted at the facility on January 27, 2025. During the inspection, the inspector met with the administrator and vice president, who relayed that the caregiver in question had been placed on a safety plan. As part of the plan, the caregiver is required to meet with her supervisor weekly for progress updates, among additional requirements. The vice president noted that the caregiver is showing improvement, and no further issues have been reported. It was mentioned that the safety plan will continue for as long as deemed necessary by the facility. The vice president also relayed to the inspector that the case managers will frequently be checking in on the children in the cottage to ensure any issues are promptly addressed."
09/04/2024,748.1103(d) - Children's Rights,Children's Rights,No,09/18/2024,09/04/2024,H:Children's Rights,Medium,Yes,A child record was missing a signed and dated child's rights form. ,"During the exit interview, the case manager received the child's rights form from the child's permanency worker. The case manager printed a copy to place in the child's record. "
02/21/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/28/2024,03/01/2024,Individual Standards Evaluated,Medium,Yes,Children's records were no documented accurately and were contradicting. ,Operation completed a Case managers and Unit Directors meeting dated 2/28/24 to be sure that all documents especially Intake Assessments and Initial 72 Hour Plans of Service are true and accurate. They case managers were informed of concerns found during monitoring. The case managers will double check their work to ensure there is no contract icing information. 
02/21/2024,"748.1331(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,02/28/2024,03/01/2024,"I:Admission, Service Planning, Discharge",Medium Low,Yes,5 of 5 preliminary service plan did not have a date when it was completed. ,"A date and time box was added to the 72 Hour Plan of Service and Admissions Assessment.  In addition, GRO Admission staff and Casemanagers were directed to complete the documents on or before the admission date."
08/22/2023,748.2151(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/28/2023,08/28/2023,Individual Standards Evaluated,Medium High,Yes,Medication records were not documented cumulative to show if the child was administers his PRN medication. ,Follow up completed with verification of records. Operation conducted meeting/training with house parents and case managers 08/24/2023 detailing what is required to be in a medication log and providing understanding how running medical records should be. House parents were taught their specific task and how the first part of a running medical record begins in the cottage. Operation has reached out to Pharmerica to ensure that they are including required documentation with medications so that we can have all med logs up to date with possible side effects and contraindications. 
08/04/2023,748.311(10) - Reports and Record Keeping,Reports and Record Keeping,No,08/11/2023,08/22/2023,D:Reports and Record Keeping,Medium,Yes,"Multiple incident reports reviewed did not include a clear resolution to incidents involving concerns for infant care, supervision, medication, and unauthorized absences.",Staff and Caregiver will be provided additional training.
08/04/2023,748.1531(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/08/2023,08/22/2023,Individual Standards Evaluated,High,Yes,The operation failed to provide a child in care medical care when he exhibits signs of ringworm. ,The Child reveived medical care. 
