Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
10/08/2024,748.935(a)(2) - Training and Professional Development,Training and Professional Development,No,10/15/2024,10/10/2024,F:Training and Professional Development,Medium,No,Four employee files did not contain suicide prevention annual training and one employee file had incomplete annual training records.,"Email received by admin: Training has been scheduled for the last two weeks of October 2024.  Proof of training will be placed in the staff members' personnel files before October 31, 2024."
10/08/2024,748.753(a)(1) - Personnel,Personnel,No,10/15/2024,10/10/2024,E:Personnel,Medium,No,One employee file did not have the require two references. ,Email sent by Admin: Documentation has been conducted and placed in employee's personnel file. 
09/01/2023,748.303(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/18/2023,10/18/2023,Individual Standards Evaluated,Medium,No,Bruises to child were not documented in an incident report.  ,"Email corrections submitted 10/18/23. 
On October 12, 2023, Staff were been
trained on incident reporting and to
inspect daily for possible minor
injuries that may not be readily visible."
08/15/2023,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/21/2023,08/22/2023,Individual Standards Evaluated,Medium,No,EBI quarterly report not submitted within required time frame. ,EBI quarterly report was submitted via online portal. Operation staff will mark their calendars for upcoming quarters in an effort to make this deadline in the future.
06/24/2023,748.3273(1) - Safety and Emergency Practices,Safety and Emergency Practices,No,07/03/2023,07/11/2023,O:Safety and Emergency Practices,Medium,No,First aid kits in transportation vehicles and operations were missing items. ,"Follow up for Monitoring Inspection #3954830. Unannounced follow up inspection conducted 7/11/23. Walk through of the operation revealed no concerns. Medications observed stored properly inaccessible to children in care. There were no visible safety/health hazards observed. New first aid kits observed in the operation. Hazardous chemicals removed from the vehicle. Severe weather drill documentation was unavailable for review at inspection. 2 youth care workers present and counselor.
Emailed corrections submitted: Purchase order for First Aid Kits have been placed 06-24-2023 and expected to be placed in
vehicles/facility 06-30-2023."
06/24/2023,748.2101(1) - Medication,Medication,No,07/05/2023,07/11/2023,L:Medication,High,Yes,Topical medications (vicks vapor rub and arnica gel) located on table in the main common area accessible to children in care. ,"Follow up for Monitoring Inspection #3954830. Unannounced follow up inspection conducted 7/11/23. Walk through of the operation revealed no concerns. Medications observed stored properly inaccessible to children in care. There were no visible safety/health hazards observed. New first aid kits observed in the operation. Hazardous chemicals removed from the vehicle. Severe weather drill documentation was unavailable for review at inspection. 2 youth care workers present and counselor.
Emailed corrections submitted: All medications have been secured. The shelter administrator Instructed staff to place them in a secure location after their use. The Shelter Coordinator will review daily that to topical medications are locked away."
06/24/2023,748.3239(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,07/05/2023,07/11/2023,O:Safety and Emergency Practices,Medium,No,Severe weather drills are not being conducted as required per minimum standards.,"Follow up for Monitoring Inspection #3954830. Unannounced follow up inspection conducted 7/11/23. Walk through of the operation revealed no concerns. Medications observed stored properly inaccessible to children in care. There were no visible safety/health hazards observed. New first aid kits observed in the operation. Hazardous chemicals removed from the vehicle. Severe weather drill documentation was unavailable for review at inspection. 2 youth care workers present and counselor.
Emailed corrections submitted: Severe weather drills will be conducted bi-annual! . Next drill will be conducted the first week of July and then every six months thereafter. Proof of drills
will be available to licensing staff for review."
06/24/2023,748.3421(3) - Physical Site,Physical Site,No,07/05/2023,07/11/2023,P:Physical Site,Medium High,Yes,Bottle of brake fluid found in transportation vehicle accessible to children.,"Follow up for Monitoring Inspection #3954830. Unannounced follow up inspection conducted 7/11/23. Walk through of the operation revealed no concerns. Medications observed stored properly inaccessible to children in care. There were no visible safety/health hazards observed. New first aid kits observed in the operation. Hazardous chemicals removed from the vehicle. Severe weather drill documentation was unavailable for review at inspection. 2 youth care workers present and counselor.
Emailed corrections submitted: All poisonous/flammable materials have been removed from vehicles and facility and
placed in locked, stored areas. The Shelter Coordinator will conduct monthly random
inspections of vehicles and facility to ensure all materials are properly stored."
02/09/2022,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/28/2022,04/04/2022,Individual Standards Evaluated,High,Yes,16 year old and 17 year old youths in care engaged in sexual activity due to lack of supervision by caregiver. ,"Physical follow up performed 4/4/22. Night staff stated meeting regarding expectations was held. Night staff stated that there has yet to be a night inspection performed by administration.


The Program Director conducted
a meeting with the staff and
discussed the incident as well as
preventing future incidents by
providing ongoing supervision
and conducting bed checks. Staff
were informed of the random
checks the Program Director will
conduct to ensure staff comply
with bed checks."
02/09/2022,748.4211(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/28/2022,04/14/2022,Individual Standards Evaluated,Low,Yes,Only 2 of the 4 continuations were documented for a child in emergency placement for five months.  T,"4/14/22 Physical follow up at the operation and file review revealed corrections had been completed. Documentation regarding continuation of placement conversation was placed in file. Documentation included printed out email correspondence between CPS worker and operation staff.
3/25/22 The Program Director and the
Counselor will call or email the
case worker to update SCAN on
the status of placement and will
be recorded in the child's file in
weekly progress notes."
