Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
12/31/2024,748.303(a)(9)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/07/2025,03/06/2025,Individual Standards Evaluated,Medium High,Yes,"Operation did not report within two hours to licensing timely when four residents ran from the operation. The residents were under age 13.
Incident report indicates the residents ran at 4:45 pm and reported to hot line at 9:02 pm.
",In the future Hill Country Youth Ranch will report serious incidents to residential child care licensing within two hours of notifying law enforcement. Staff involved in the incident have been counseled regarding the time-frames for reporting.
07/21/2024,748.311 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/30/2024,09/27/2024,Individual Standards Evaluated,Medium,Yes,"While reviewing the incident report it was found that the names of all adults involved, their role in relation to the child and the circumstances surrounding the incident were not documented.",The operation provided the following Compliance Plan via email: In order to assure serious incidents are documented in a written report that provides all of the information and details in accordance with minimum standards the form in Extended Reach is being assessed and training will be done for all staff charged with writing serious incidents.
07/08/2024,748.1531(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2024,09/05/2024,Individual Standards Evaluated,High,Yes,"A child in care was not immediately taken to be evaluated by medical professionals following an assault by two peers. The Incident Report noted the caregiver finding ""pooled blood"" on the floor of the room where the assault took place, and the child sustained a knot on their head, a bloody nose, as well as bruising. Due to injuries and severity of assault, the child should have been evaluated for a concussion and broken bones. ",In person follow up conducted at operation. Two staff members were interviewed and verified first aid training as well as a review of policies and procedures pertaining to medical care.
07/08/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2024,09/05/2024,Individual Standards Evaluated,High,Yes,Caregivers did not provide a level of supervision necessary to ensure a child's safety and to intervene when a child was assaulted in the annex of the cabin away from the main house..,In person follow up conducted. Two staff members were interviewed and confirmed review of supervision policies and procedures.
07/08/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2024,08/21/2024,Individual Standards Evaluated,Medium High,Yes,"Caregivers did not report to their administrative staff a serious incident in which a child was assaulted by two other children in care.  In addition, the caregivers allowed a child in care to go to the annex and be in the presence of other children who had assaulted them two days prior. In a separate incident, a volunteer/frequent visitor to the operation aggressively approached and verbally assaulted a child in care at an outside location. ","Compliance Plan was provided by the operation via email on 8/21/2024.
The plan noted staff involved will be given training in reportable serious incidents and discussions will be held with staff and administrative staff regarding interaction between residents following conflict. Administrative staff spoke with a person (visitor) who was reported to have approached a child from the Ranch in an aggressive manner regarding the inappropriateness of the approach and she has committed to exercise better self-regulation in the future when dealing with Ranch children."
07/08/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2024,08/21/2024,Individual Standards Evaluated,Medium,Yes,"Incident Reports contained conflicting date and time reporting. An incident report for the assault of a child selected ""Yes"" to the question ""Was child taken to medical professional,"" but the next response noted the child ""will be medically examined tomorrow."" Additionally, an Incident Report labeled ""type"" as Verbal Aggression when the child was the victim of an assault by peers. In other Incident Reports, the type of incident includes that the child is the victim.","A Compliance Plan was provided via email from the operation on 8/21/2024. The plan noted all staff involved in this incident will receive remedial training in record keeping in order to maintains true and accurate records so that information correctly notes when an incident took place, specific details, the nature of the incident, and so childrens records remains up to date. "
07/08/2024,748.303(a)(3)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/22/2024,08/21/2024,Individual Standards Evaluated,Medium High,Yes,"A report of abuse, neglect and/or exploitation of a child in care was not made following an incident of a child being pulled off of a couch, having their pants pulled down, and an inappropriate image was drawn on their face. Images of the child's face were shared with peers and staff before an intervention was made. ",Operation provided Compliance Plan via email. Operation reported Staff present at the time of the incident will be given training in reportable serious incidents.
03/20/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/06/2024,05/15/2024,Individual Standards Evaluated,High,Yes,It was confirmed by the operation that a staff member fell asleep while providing supervision to children in care. ,The operation provided a compliance response. Operation states that staff that are found to be sleeping during nighttime hours will be subject to suspension or termination or additional training will be provided. Operation program directors will monitor video surveillance to ensure that night staff are awake. Cabins are called randomly two times per night and unannounced cabin checks are also completed at least one time per months. These calls and unannounced checks are documented. Corrections have been made at the operation as the incident occurred in January 2024. Staff was provided additional trainings and put on a corrective action plan.   
11/18/2023,748.453(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/19/2024,01/08/2024,Individual Standards Evaluated,Medium,Yes,The operation failed to provide the Annual Summary Log of Unauthorized Absences after it was requested.,"The operation provided a compliance response on 01/08/2024. Operation states that they will begin to log information regarding unauthorized absences including name, age, gender and date of admission of child who eloped. They are currently working on having the information generated through the Extended Reach system but in the meantime, they will manually log the required information. "
10/03/2023,748.121 - Organization and Administration,Organization and Administration,No,10/11/2023,11/01/2023,C:Organization and Administration,Medium High,Yes,The operation did not have abuse and neglect policy available for review. ,"The operation provided a response stating that they  already had policies in place regarding preventing, recognizing and responding to abuse. They recognize, however, that these policies were not codified into a singular document. The operation provided an updated policy for preventing, recognizing and responding to abuse and neglect of children which meets standard 748.121. "
05/02/2023,748.4001(b) - Transportation,Transportation,No,05/09/2023,05/22/2023,R:Transportation,High,Yes,"During walkthrough for Cannon House, Van 33 a seatbelt was found cut, unable to use by a child in care. In addition, a van was found with open rips at the time of inspection and this van was being utilized for transportation purposes of children in care. ",During in person inspection van related to citation is not in use. Work orders were provided at the time of inspection and van is currently in repair. Documents and compliance plan were received through email. 
03/19/2023,748.2203(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/08/2023,05/22/2023,Individual Standards Evaluated,Medium High,Yes,It was confirmed that the operation did not complete documentation of medication errors within 24 hours. ,"An unannounced walkthrough was completed of the cabin with citations, 2 binders were reviewed and found to be completed per the standard. Medication information was documented in its entirety. "
03/19/2023,748.1381(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/08/2023,05/22/2023,Individual Standards Evaluated,Medium Low,Yes,It was confirmed that service plans for children receiving treatment services for emotional disorders were not updated within 90 days. ,The service plan of a child in care receiving treatment services was reviewed and found to be in compliance with the standard. The required documentation was also noted during the review. 
