Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/25/2025,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/03/2025,09/09/2025,Individual Standards Evaluated,Medium,Yes,Caregivers failed to ensure that the supervision level in a child's service plan was followed.  ,The administrator reports via email that the service plans will be reviewed on a quarterly basis during the child's service plan review meeting.  Monthly staff meetings will be conducted to ensure that all caregivers are aware of any supervision changes. 
06/18/2025,748.911(c)(1) - Training and Professional Development,Training and Professional Development,No,06/25/2025,07/02/2025,F:Training and Professional Development,Medium High,Yes,One out of three employee files reviewed did not take their required CPR/First Aid training within 90 days of their hire date.,An email was received from the operation which included a copy of the training certificate for an employee to indicate the missing training had been completed.
06/17/2025,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/23/2025,07/25/2025,Individual Standards Evaluated,High,Yes,Multiple youth reported they were forced to hold a physical position while in timeout as a form of discipline. ,"On 7/25/25 an unannounced inspection (#4067611) was conducted. Interviews were conducted with multiple staff and children in care no concerns were noted. 

CORRECTIVE ACTION PLAN: 
The particular staff member named, and all other caregiver staff members will attend a refresher course on ""Appropriate Discipline"" by July 31, 2025. All staff will pass a post-test to ensure they have knowledge of allowable and prohibited discipline techniques. "
03/15/2025,748.1101(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/21/2025,04/24/2025,Individual Standards Evaluated,Medium High,Yes,A child in care developed several medical conditions while in care. ,Corrected by victim being observed. Administrator also indicated they ensured youth went to doctor and obtained medical treatment after the discovery.
03/06/2025,748.363(7) - Reports and Record Keeping,Reports and Record Keeping,No,03/20/2025,03/24/2025,D:Reports and Record Keeping,Medium,Yes,One of three staff records reviewed employment affidavit was not notorized.,Corrected by affidavit for employee observed to be notarized.
02/03/2025,748.983(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/10/2025,02/10/2025,Individual Standards Evaluated,Medium High,Yes,One out of three employee files reviewed contained an outdated CPR training verification to suggest the training has not been renewed timely.,"An email was received on February 3, 2025 from the employee who has an outdated CPR/First aid training renewal which included a receipt of payment for the renewal class scheduled to be taken on February 19, 2025.
An email was received which included verification the employee's CPR renewal training had been completed on Feb. 10, 2025."
02/01/2025,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/21/2025,03/24/2025,Individual Standards Evaluated,High,Yes,This standard was found deficient as part of a DFPS Investigation.,Corrected by employee no longer working at the operation.
02/01/2025,748.1101(b)(4)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/21/2025,03/24/2025,Individual Standards Evaluated,High,Yes,"A staff member put their hand around a child's neck as a means to get the child to comply, obstructing the child's breathing and resulting in injury. ",Corrected by a corrective action  plan being provided regarding the operation's plan in regard to this citation moving forward.
02/01/2025,748.1351 - Individual Standards Evaluated,Individual Standards Evaluated,No,03/21/2025,03/24/2025,Individual Standards Evaluated,Medium Low,No,The child's service plan is not being followed pertaining to supervision.,Corrected by a corrective action  plan being provided regarding the operation's plan in regard to this citation moving forward.
01/07/2025,748.983(b) - Training and Professional Development,Training and Professional Development,No,01/20/2025,02/03/2025,F:Training and Professional Development,Medium High,Yes,One out of three employee files reviewed contained an outdated CPR training verification to suggest the training has not been renewed timely.,
