Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
04/25/2025,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/25/2025,,Individual Standards Evaluated,Medium,Yes,Backgrounds reviewed found a person was not inactivated timely.,
05/01/2024,748.681(1)(B) - Personnel,Personnel,No,05/15/2024,07/24/2024,E:Personnel,Medium Low,Yes,In reviewing staff charts it was determined a staff is emploed and working with children over the age of 13 but will not be 21 years old until June. ,"The current population in our facility is 13 yrs. or older.  The employee in question is now 21 yrs. of age therefore the deficiency has been corrected.
In the future, if we hire an employee that is not 21 or older, we will pair that employee with another employee 21 and above, to ensure that this will not happen again.
"
05/01/2024,748.363(1) - Reports and Record Keeping,Reports and Record Keeping,No,05/01/2024,07/29/2024,D:Reports and Record Keeping,Medium,Yes,In reviewing charts it was found 2 of 2 charts were missing required information in the staff charts such as hire dates and  current job descriptions.,"To ensure staff folders are in compliance, we will follow the check list provided in the front of the employees folder. Each position will have a job description to for a clear understanding of work expectations. We will conduct monthly audits on the employee folders consistent with auditing the binders to prevent missing dates and documentation.  
We will create a two-tier system that requires the supervision and administrators signatures once the folders are audited.
"
05/01/2024,748.753(a)(1) - Personnel,Personnel,No,05/15/2024,07/22/2024,E:Personnel,Medium,Yes,In reviewing one of the staff charts there was nothing to validate that the references were verified before hiring. ,"We have audited all new employee folders to ensure that references were checked and documented. 
In the future, a check list will be in front of each employees folder with a check list to make sure this process is complete. If we are not able to contact the reference, the date and time we attempted to contact references will be notated.

"
04/02/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/26/2024,05/01/2024,Individual Standards Evaluated,High,Yes,"During the course of this investigation, multiple children indicated that they were left alone at the operation for up to 20 minutes.",Staff was terminated. Background check validated worker was no longer had an active background check. Current employee list did not have the staff. Program Coordinator conducts random checks to supervise staff and ensure compliance. 
06/11/2023,748.125(f)(2)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/07/2023,07/07/2023,Individual Standards Evaluated,Medium High,Yes,"Knowing that the child in care self-harmed, has a history of high-risk behaviors and had just returned back to the Operation's care from receiving mental health intervention after self-inflicting, there was no safety plan implemented upon child's return to ensure risk of further self-harming was mitigated. ","The operation did not take the child back into their care, as they did not feel they could meet their needs.  In response to the deficiency received concerning standard 748.125 ( f ) (2 ) ( B ), Post hospitalization protocols must include creating or reviewing and updating the child's safety plan. Moving forward Adore Living will request a discharge staff meeting prior to youth returning. This meeting will require updates on the hospitalization stay and any recommendations concerning the discharge from medical professionals. `We will review the youth's safety plan and make any adjustments as needed. This process will prevent any delays in updating the child's safety plan or assessments. Please let us know if you have further recommendations for us. It is always our goal to keep our youth safe."
12/31/2022,748.3115(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/06/2023,01/20/2023,Individual Standards Evaluated,Medium High,Yes,In conducting the walk it was observed the fire extinguisher was last inspected 11/21 and had expired. , An in person was conducted and the fire extinguisher is now in compliance. Pictures were taken.
06/08/2022,"748.1205(a)(10) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,06/15/2022,07/05/2022,"I:Admission, Service Planning, Discharge",Medium High,Yes,3 Child charts were reviewed and required documentation was missing. ,"Due to Adore Living not using restraints, they will discuss alternatives with the caseworker at time of admission and document in the chart. MLayton"
06/08/2022,"748.1209(d) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,06/15/2022,07/05/2022,"I:Admission, Service Planning, Discharge",Low,Yes,"Out of 3 child charts reviewed, none had documentation to show what date the orientation occurred. ",Received email from Sandra Williams stating going forward they will have all parties sign and date when orientation is complete. MLayton
10/15/2021,748.1661(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/22/2021,11/24/2021,Individual Standards Evaluated,High,Yes,Operation staff admitted to letting child in care have cigarette and leaving their lighter on the counter in the reach of child in care. ,"	We will retrain staff on this standard and make sure that all smoking devices are not allowed at the facility.
	We will reiterate the importance of good decision making and the consequences that will occur should unacceptable choices be made.
	We will reemphasize that Adore Living is a tobacco free environment and we have zero tolerance with this policy.
"
