Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/07/2025,748.4001(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/08/2025,07/16/2025,Individual Standards Evaluated,High,Yes,"A staff member put a vehicle in drive and stopped the vehicle while a child attempted to get into the vehicle, resulting in a child receiving an injury.","A staff member put a vehicle in drive and stopped the vehicle while a child attempted to get into the vehicle, resulting in a child receiving an injury."
05/12/2025,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/16/2025,05/19/2025,Individual Standards Evaluated,Medium,Yes,The operation did not report the first quarter EBI data timely. ,RCCR Inspector spoke with the operation about compliance. Staff will create calendar reminders and will assign multiple workers to the reminders to ensure data gets submitted timely. Compliance has been met for this standard.  
03/04/2024,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/26/2024,04/30/2024,Individual Standards Evaluated,Medium High,Yes,A child's service plan did not document detailed information telling a caregiver how to observe and keep watch over a child in care.  ,"The operation asked for more time to come into compliance. Extension was approved by RCCR Supervisor and new compliance date was changed to April 26, 2024.

The operation hosted a training for their caregivers on April 30, 2024. The training went over child plan documentation instructions for the level of supervision needed for each child in care. The sign-in sheet was reviewed to confirm the participation of staff. The operation assigned a staff member to ensure each caregiver understands the supervision plan for each child. "
08/22/2023,748.3101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/29/2023,08/28/2023,Individual Standards Evaluated,Medium High,Yes,The operation's fire iinspection has expired on 08/10/23. ,An email was received from the Administrator indicating that they have created a check list of all annual inspections to ensure they are not missed.  A copy of the check list was received.  The fire inspection was completed on 08/28/23.  A copy of the inspection was received. 
08/22/2023,748.1531(b)(1) - Child Care,Child Care,No,08/29/2023,08/28/2023,J:Child Care,Medium,Yes,Two files that were reviewed did not have the dental results documented. ,An email was received by the Administrator indicating that they have put in place a new procedure regarding ensuring all medical and dental documentation has the results of the visit.  She will be the final staff to review all documentations before they are filed in the file. 
08/22/2023,748.4213(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/29/2023,08/28/2023,Individual Standards Evaluated,Low,No,There were no documentations regarding weekly preliminary discharge planning reviews.  ,An email was received from the Administrator stating that they have created a form for the placing agency to fill out regarding the discharge planning review.  A copy of the form was received.  They will be requesting weekly updates. 
04/15/2023,748.2101(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/17/2023,04/19/2023,Individual Standards Evaluated,High,Yes,There was medication in the refrigerator that was not locked up.  ,This standard was evaluated and found to be in compliance.
01/31/2023,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/17/2023,03/08/2023,Individual Standards Evaluated,Medium High,Yes,"The child's service plan did not give a comprehensive description, of what the supervision should entail. ",RCCR Inspector received an email from the Administrator.  It indicates that the Administrator will ensure that all service plans have a thorough details regarding the childrens supervision needs.  The service plan will highlight in detail what specific issues the children are dealing with and how to address it and the timeframe.  A copy of the updated service plan was received.  A safety plan was also attached regarding supervision for one of the children in care.  This was to address the supervision plan for the child and children are safe.  
11/30/2022,748.4211(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/07/2022,12/02/2022,Individual Standards Evaluated,Low,Yes,The operation was not completing the place extension documentation by the timeframe required.  ,"An email was received from the operation with copies of the 16 days monthly notes.  They stated that this is their placement extension.  They did send a copy of what they place in the child's file. An inspection will be conducted on 12/06/22 to review all children's files who have been there more than 15 days for the placement extension. 
An inspection was completed on 12/06/22 and confirmed that the extension documentation was completed for the children that have been at the operation more than 15 days.  "
11/19/2022,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/26/2022,12/19/2022,Individual Standards Evaluated,Medium High,Yes,The level of supervision was not listed on two service plans that were reviewed. ,"An email was received from the Administrator stating that all service plans will be reviewed in detail by the Administrator regarding all areas, especially supervision.  This will include supervision inside and outside of the home for the children in care.  A training was provided on 12/15/22 and the sign in sheet was received.  "
11/02/2022,748.311 - Reports and Record Keeping,Reports and Record Keeping,Yes,11/02/2022,,D:Reports and Record Keeping,Medium,Yes,"There were three serious incident reports that were not completed.  

748.311(4) 2 out of 3 did not have the adults that were involved. 
748.311(8) 2 out of 3 did not have follow up interventions. 
448.311(9) 3 out of 3 did not have the threating health care provider.   

",
06/18/2022,748.3601(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/02/2022,08/02/2022,Individual Standards Evaluated,High,Yes,On the day of the outing the water to the swimming pool was not clear.,"The operation sent an email stating that Bridge The gap will ensure that going forward the girls will  use a public pool with city regulations, if staff notices issues with the water, or the pool not being clear they will immediately vacate the premises. The staff were trained on 06/22/22. "
06/04/2022,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2022,08/11/2022,Individual Standards Evaluated,Medium High,Yes,Two medications were not given as prescribed to a child. ,This standard was evaluated and found to be in compliance.  
01/31/2022,748.2151(c)(6) - Medication,Medication,No,02/07/2022,02/07/2022,L:Medication,Medium,Yes,"On 1/13/22, there was not a signature or initials of who administered the medication to one child. ","An email was received from the Administrator stating that all staff completed a training on 02/01/22 regarding medication documentation.  A copy of the sign in sheet was received.  In addition, the Administrator will conduct daily audits to ensure all medication logs are completed correctly.  They will complete a medication log error form when needed.  "
01/31/2022,748.981(a)(1) - Training and Professional Development,Training and Professional Development,Yes,01/31/2022,,F:Training and Professional Development,Medium High,Yes,"There was one caregiver that did not have a current first aid training.  

The caregiver did complete the training during the inspection. ",
01/20/2022,748.3001(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/27/2022,01/27/2022,Individual Standards Evaluated,Medium High,Yes,The Health Inspection expired on 12/4/21.  ,"On 1/21/22, the Owner's stated that they have contacted the inspector and trying to get an inspection scheduled. On 1/25/22, the Owner's stated they have an inspection scheduled for 1/27/22.  Inspector did receive an updated inspection and it was approved. The operation stated they will ensure that they put a check list in place for annual inspections that are due.  "
