Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/01/2025,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2025,08/05/2025,Individual Standards Evaluated,Medium High,Yes,Six children in care missed dosages of prescribed medications on multiple occasions for consecutive days. ,"Inspector observed all medication records to be in compliance during investigation/inspection on 07/03/25.
The operation emailed the following corrective action on 08/05/25: Immediate Remedial Action:
o	Safe Haven Youth Ranch has transitioned to using Brookshire Brothers Pharmacy #11, Brenham, TX, as our primary local pharmacy to ensure timely access to prescribed medications for all youth in care.
o	This change was implemented to reduce delivery delays and avoid the risk of medication lapses caused by supply shortages or out-of-stock situations at prior providers.
Medication Procurement Procedure Update:
o	If a prescribed medication is unavailable at our primary pharmacy, staff are now required to immediately contact the Program Director/Case Manager and an alternate pharmacy to secure the medication before the current supply is depleted (if applicable).  If a prescribed medication is not covered by medical insurance, but available, the Program Director or Case Manager will secure funding to pay for the required medication.
o	Case Managers and staff trained in distributing medication will maintain a list of two backup pharmacies to expedite the fulfillment of prescriptions.
Staff Training and Accountability:
o	All designated medication administrators have received refresher training on HHSC requirements for medication administration, emphasizing the importance of ensuring uninterrupted medication regimens.
o	Training includes protocols for checking medication supply levels 57 days prior to depletion and initiating refill or alternative pharmacy procedures promptly.
o	Documentation of pharmacy contact efforts will be logged in the youths medical file.
Ongoing Compliance Monitoring:
o	The Program Director will conduct monthly audits of medication administration records (MARs) to verify compliance with prescribing instructions and timeliness of refills.
o	Any identified delays or lapses will be reviewed, corrective measures implemented, and findings documented in compliance reports for licensing.
Preventive Measures:
By utilizing a local, reliable pharmacy partner and implementing a proactive monitoring process, Safe Haven Youth Ranch will ensure that all medications are administered exactly as prescribed, without lapse, in compliance with HHSC regulations and the childs healthcare plan.

"
07/01/2025,748.2203(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2025,08/05/2025,Individual Standards Evaluated,Medium High,Yes,Medication errors were not documented for missed dosages of prescription medication for six children in care. ,"Inspector observed all medication records to be in compliance during investigation/inspection on 07/03/25.
The operation emailed the following corrective action on 08/05/25: Safe Haven Youth Ranch will conduct a thorough review of each childs Medication Logs to ensure full compliance with medication error reports to explain any discrepancies in regard to the administration of medication for a child.

Step 1: Medication Error Discovery
When a medication error is found regarding a prescribed medication, the team member who found the error must contact a health-care professional immediately (unless the youth received the medication at the wrong time or a medication dose was skipped or missed) and follow the health-care professionals recommendations.

When a medication error is found regarding a non-prescribed medication, the team member who found the medication error must take the appropriate and necessary actions as required by the circumstances.

Step 2: Medication Error Documentation
For all medication errors, the following will be documented within 24 hours:
- the time and date of the error;
- the explanation of medication error;
- the time and date of the call(s) to the licensed health-care professional (if applicable);
- the name and title of the health-care professional contacted (if applicable); and
- the health-care professionals medical recommendations for ensuring the youths safety (if applicable).
 
Step 3: Regulatory Oversight and Corrective Action
To limit the number of team members involved in the medication administration process, only Supervisors, Managers, and the Program Administrator are trained and approved to dispense medication. Additionally, a QA Medication Technician has been contracted to support with reviewing medication logs as further oversight and a quality assurance effort in the proper administration of medication.

Quality Assurance Process:
A QA Medication Technician has been contracted to support as an additional layer of quality assurance when reviewing medication logs for further oversight in the proper administration of medication. The findings from the medication log review is then shared with the Program Manager and Program Administrator for further follow-up as determined necessary.

Leadership Oversight:
The Director of Regulatory Compliance and Quality Improvement and the LCCA provide oversight by reviewing medication compliance data during monthly quality assurance meetings. They audit logs for accuracy, monitor for patterns of errors, and develop corrective actions accordingly. Any significant medication errors are escalated for immediate review and response in accordance with state regulations and agency policy.

Where Documented:
Safe Haven Youth Ranch maintains all documentation related to All medication administration logs, incident reports, and medication error reports in each childs file within the Extended Reach database.

Responsible Management:
The QA Medication Technician in collaboration with the Program Administrator is primarily responsible for implementing Medication Error Documentation Compliance. This includes overseeing medication log reviews, coordinating training, ensuring timely documentation, and verifying compliance with Minimum Standards. In the event the QA Medication Technician is unavailable, the Program Manager or LCCA will temporarily assume responsibility for these duties to ensure uninterrupted compliance monitoring and accurate documentation.

The Director of Regulatory Compliance and Quality Improvement provides oversight to guarantee consistent adherence, accountability, and regulatory compliance throughout the process.

"
06/18/2025,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/11/2025,08/11/2025,Individual Standards Evaluated,Medium,Yes,"While reviewing the child service plan it was discovered in the ""Transitioning To Successful Adulthood,"" several statements indicated the child was a twelve-year-old, which was not true or accurate at the time this plan was completed. This section of the plan was also not current, as the child plan was a review and this section should've been completed at the time of the review as the child was fourteen years old at the time the plan was completed.  ","The Program Administrator, LCCA is responsible for reviewing completed ISPs submitted by the TD or designated Casse Manager. The Administrator ensures all service plans reflect current and relevant information across all domains that comply with applicable Minimum Standards. The operation will ensure information in each domain of the service plan is current, true and accurate, and includes a true depiction of the child. "
05/28/2025,748.751(b)(2) - Personnel,Personnel,No,06/04/2025,06/10/2025,E:Personnel,Medium Low,No,An employee file was observed to lack documentation related to pre-employment screening. ,"The following corrective action was received:
1.	File Remediation
o	The affected employee file will be updated by June 11, 2025, with proper documentation of employment verification, including dates of contact and outcomes.
2.	Full HR File Audit
o	A complete review of all active employee files was conducted to verify that documentation of prior employer contact is on file for each staff member. All missing documentation will be obtained and filed appropriately.
3.	Staff Training
o	Personnel will be retrained no later than June 11, 2025, regarding the specific documentation requirements under §748.751(b)(2) and the required contents of pre-employment screening records.
Preventative Measures Implemented
1.	Pre-Employment Verification Form
o	A standardized Pre-Employment Verification Form is now required for all hires. This form captures:
&#61607;	Date of contact with prior employer(s)
&#61607;	Name and title of individual contacted
&#61607;	Summary of verification received
&#61607;	Intake Staff initials and date
2.	Onboarding Checklist Update
o	The HR onboarding checklist has been revised to include a dedicated section for prior employment verification. The file is not considered complete until this documentation is present.
3.	File Review Sign-Off
o	Before a new hire begins work, the Program Director must now review and sign off on the completed personnel file, confirming all licensing documentation requirements are met.
4.	Quarterly File Audits
o	Beginning July 2025, quarterly audits of 25% of all employee files will be conducted by the Compliance Officer to ensure ongoing adherence to all pre-employment documentation requirements.
"
05/28/2025,748.1531(a)(1) - Child Care,Child Care,No,06/04/2025,06/10/2025,J:Child Care,Medium High,Yes,A child admitted on 06/11/2024 did not receive an initial medical visit until 08/14/2024.,"The following corrective action was received:
1. Medical Appointment Completed
Although delayed, the childs initial medical exam was conducted on August 14, 2024. Documentation has been uploaded and verified in the childs file.
2. Admission and Medical Audit
A retrospective review was conducted for all children admitted in 20242025 to ensure medical visits occurred within required timeframes.
3. Staff Re-Training
By June 11, 2025, all Intake Coordinators and the Case Managers will receive refresher training on medical care requirements outlined in §748.1223, emphasizing the timeframes for initial medical, dental, and vision appointments.
Preventative Measures Implemented
1. Medical Appointment Tracking Log
A centralized tracking system has been implemented to record admission dates and ensure medical appointments are scheduled and completed within regulatory timeframes. This log is reviewed weekly by the Program Manager.
2. Admission Compliance Checklist
A mandatory checklist has been created to be completed at the time of admission. The checklist includes scheduled medical appointments and required timelines, with supervisory sign-off required within 72 hours of admission.
3. Weekly Oversight Review
Program Manager will conduct weekly compliance checks for all newly admitted youth to ensure that initial medical appointments are scheduled and occur in a timely manner.
4. Accountability and Escalation
If a childs medical appointment is not scheduled within 3 days of admission, an alert will be sent to the Program Director. Delays beyond 7 days will trigger immediate escalation and require written justification.
"
05/28/2025,748.395(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/04/2025,06/10/2025,Individual Standards Evaluated,Low,No,Documentation related to the medical records of a child admitted in June 2024 was not observed in the child's file.,"The following corrective action was received:
1.File Remediation:
The childs medical documentation has been located and uploaded to the digital and hardcopy file as of June 5, 2025.
2.File Audit:
A full audit of all active child files was conducted to verify that no other medical documents were overdue or missing. 3.Immediate Staff Re-Education:
All Case Managers and Intake staff will be retrained on documentation timelines and requirements by June 11, 2025.
Preventative Measures Implemented
1.Child Medical Documentation Tracking Log
A standardized log is now in use to track all medical documentation timelines and ensure submission and upload occur within the 30-day compliance window.
This log is maintained by the Case Manager and reviewed weekly by the Program Manager.
2. Weekly Compliance Review
Program Manager will conduct weekly file checks to confirm all medical records are accounted for and uploaded.
3. Monthly Internal Audits
The Compliance Officer now audits 20% of all child files monthly for documentation accuracy and timely uploads.
4. Performance Accountability
All Case Managers are required to submit a File Completion Certification Form for every new admission within 30 days.

"
04/06/2025,748.1003(a) - Child/Caregiver Ratios,Child/Caregiver Ratios,Yes,04/11/2025,,G:Child/Caregiver Ratios,Medium High,Yes,One caregiver was observed to be supervising 7 children in Llanos House. ,
03/11/2025,748.751(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/18/2025,03/19/2025,Individual Standards Evaluated,Medium Low,Yes,"During the review of four employee records, it was noted that two of them lacked documentation verifying the completion of reference checks.","The following corrective action was received: SHYR Admin Assistant failed to maintain current, true, accurate, and complete records for each employee, as required by the job description. As immediate corrective action, this employee was reprimanded for deficiency on March 12, 2025. Moving forward, the Admin Assistant will use the New Hire Checklist to audit each new employees personnel record, ensuring Pre-Employment Screening is completed. This process will be monitored by the current LCCA to ensure full compliance each month.
To ensure all employee records are current, true, accurate, and complete, Safe Haven will conduct a full audit of each employees electronic record beginning Monday, March 17, 2025, and continuing until completion, under the direct oversight of the CEO.
"
03/11/2025,"748.1337(b)(1)(N) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,03/18/2025,03/19/2025,"I:Admission, Service Planning, Discharge",Low,No,"During the review of files, services plans were not signed by all parties involved.","The following corrective action was received: Under the previous LCCA, who abruptly resigned in November 2024, the initial service plans completed by the LCCA and the previous Treatment Director did not maintain complete records of the signed signature pages. The previous Treatment Director was replaced as of March 1, 2025.
As of March 3, 2025, SHYR has hired a new Treatment Director who has begun preservice training, which includes instruction on the 14-Day Invitation process for participation in the ISP meeting. This includes sending the invitation to the DFPS worker, parents (if applicable), and other members of the youths treatment team, as well as documenting any responses from parents. The training also covers the facilitation of the ISP meeting, sharing the ISP with all participants within 10 days of the meeting, and ensuring that all required documentation is properly maintained.
Following the ISP meeting, the 14-Day Invitation email, the ISP including all participant signatures, and the email confirmation of the ISP being shared will be uploaded into the youths electronic record in Extended Reach by the Case Manager no later than the 5th of the following month. This process will be monitored by the current LCCA to ensure full compliance each month.
"
03/11/2025,748.915(a) - Training and Professional Development,Training and Professional Development,No,03/18/2025,03/19/2025,F:Training and Professional Development,Medium Low,No,Three of four employee records reviewed were observed to be missing recent training certificates.,"The following corrective action was received: SHYR Admin Assistant failed to maintain current, true, accurate, and complete records for each employee, as required by the job description. As immediate corrective action, this employee was reprimanded for deficiency on March 12, 2025. Moving forward, the Admin Assistant will conduct monthly audits of each employees personnel record, with any deficiencies documented in a report shared with the LCCA by the 5th of the following month. To ensure all employee records are current, true, accurate, and complete, Safe Haven will conduct a full audit of each employees electronic record beginning Monday, March 17, 2025, until completion, under the direct oversight of the CEO.
"
