Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/10/2025,748.3191 - Safety and Emergency Practices,Safety and Emergency Practices,No,06/12/2025,06/16/2025,O:Safety and Emergency Practices,Medium High,Yes,"The Inspector conducted a walkthrough of the facility during a monitor inspection, and discovered the facility did not have a carbon monoxide detector system installed.",On 6/16/2025 the facility found to be  in compliance. A walkthrough was conducted. The facility had an operational Carbon monoxide unit installed. 
07/10/2024,748.399(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/15/2024,07/15/2024,Individual Standards Evaluated,Medium,Yes,"During an unannouced team inspection, Inspectors were unable to gain access to operation records. There was no one on site that had access to the requested records.","The Director, Reggie Harrell, stated moving forward, a spare key to the cabinets that contains the staff and children's records would be made accessible to the Option House Youth Advocate, Christain Madsen."
02/09/2024,748.1331(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/22/2024,03/20/2024,Individual Standards Evaluated,Medium Low,Yes,A Preliminary Service Plan did not contain a date showing when it was completed.,"The Director has directed the Youth Care Workers, in writing, to properly perform the future intakes in a more detailed manner. Doing so will ensure the completeness of all intake forms being filled out correctly and, in their entirety, to reflect accurate dates and times in accordance with Minimum Standards as outlined.
The Director has also made an internal change on the form. This change will ensure the form is completed and reviewed within the allotted timeframe by Youth Care Worker performing the intake and reviewed by the Option House Director. This would prevent future occurrences to persist.
"
09/08/2023,748.126(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/10/2023,11/06/2023,Individual Standards Evaluated,Medium,Yes,While conducting interviews it was admitted to RCCL Staff that an operation staff member knowingly didn't follow operation procedures by checking to see that full authorization and permission was given for an overnight excursion. Staff member was told by the child in care they had received the proper permissions but failed to follow up with the overnight/ visit forms and ensure all permissions were given.,"On 10/11/2023, Option House provided RCCL Staff with a letter of counsel for the staff member in question with a write-up and corrective action plan going forward.  "
08/29/2023,748.3109(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/06/2023,09/20/2023,Individual Standards Evaluated,Medium High,Yes,A smoke alarm in the back bedroom was chirping to indicate a low battery.,A smoke alarm in the back bedroom was chirping to indicate a low battery.
08/29/2023,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/06/2023,09/20/2023,Individual Standards Evaluated,Medium High,Yes,"There appeared to be mold in the ceiling and upper parts of the wall in the boys restroom. There was also a broken drawer on the vanity as well as sections of the edging peeled off. Multiple lightbulb were also out. The wall by the shower had multiple areas where the drywall was broken, cracked and peeling away.",
08/29/2023,748.3301(f) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/06/2023,09/20/2023,Individual Standards Evaluated,Medium High,Yes,Part of the fence was leaning over and a section was broken and on the ground with numerous nails sticking up. There were also broken fence pieces around and other trash items in the yard area. ,
08/09/2023,748.3107(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,08/11/2023,08/29/2023,O:Safety and Emergency Practices,Medium High,Yes,"During the physical site inspection, it was observed the girl's bedroom fire alarm was not operable or audible. The facility administrator put in a maintenance request to have it fixed. ",this was corrected at this inspection
08/23/2022,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,Yes,08/23/2022,,Individual Standards Evaluated,High,Yes,An active staff members background was inactivated in 2019.  ,
08/23/2022,748.863(a)(3) - Training and Professional Development,Training and Professional Development,No,08/31/2022,08/29/2022,F:Training and Professional Development,Medium High,Yes,One employee did not have the additional 4 hours of EBI trainings for pre-service within 90 days and two files did not have all required sections of general pre-service.  ,"Director met with Supervisor to implement changes for number of houses to be completed during orientation and complete subsequent hours prior to any Youth Care Worker being counted  in ratio.  The remaining four hours of EBI will be scheduled and complete prior to the initial ninety (90) days of employment with CTYS PAPH trainer.  Previously employed staff members will continue to receive semi annual EBI training as scheduled in June and December of each year.  Director will be more attentive in follow up of maintaining training certificates and ensure all training is both accounted for and documented on each employee training sheet.  Director will also ensure that each employee training log is updated, initialed and signed upon completion of pre-service annual training.  "
