Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/21/2025,748.453(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/25/2025,08/20/2025,Individual Standards Evaluated,Medium,No,There is an entry on the annual AWOL log missing the duration of the unauthorized absence.,"The Hemple Shelter re-trained all employees on Unauthorized Absence Summary Log documentation.
If a child leaves the facility without approval, in addition to all the required notification and documentation, the summary log will be completed as well in a timely manner.
The administrative team to include,Ms Chidinma Ndukwe AND Mr. Ugo will ensure that this is done.
"
11/06/2024,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/11/2024,11/08/2024,Individual Standards Evaluated,Medium,No,A child went on a walk around 5pm and didn't return during the typical 1 hour timeframe. The unauthorized absence was not reported until 4:15am. ,An email was received from the Hemple Shelter stating that all employees have been retrained on Reporting Serious Incidents with emphasis on Unauthorized Absence of a Child in Care. If a child has a runaway history the report will be made within 2 hours. All other reports will be made according to minimum standards. The steps below will be followed: 1. Call local law enforcement 2. Call the DFPS Hotline 3. The case manager will notify the case worker and placement agency 4. The administrator will notify The Hemple Shelter Licensing Representative. The administrative team to include the LCCA Ms. Chidinma Ndukwe and Case Manager Erma Harper will ensure that compliance is met
05/04/2023,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/18/2023,06/01/2023,Individual Standards Evaluated,Medium,No,"During the inspection, it was discovered that a former employee has not been employed at the operation for three months, but has yet to be inactivated.","Inspector contacted operation via email and telephone. Operation inactivated the subject who was no longer employed on 5/4/2023, the same day of the citation. The operation is in compliance via background checks. A designated operation staff member will be in charge of inactivating subjects who are no longer employed within 3 days of their departure. The operation's plan is to not wait 7 days to inactivate unemployed subjects, thus the operation will inactivate the subjects within 3 days to ensure compliance will always be met via background check in the future."
07/01/2022,748.935(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/20/2022,09/19/2022,Individual Standards Evaluated,Medium,Yes,Staff file show that staff took medication and trauma informed care trainings late. ,"Licensed Administrator reported she will implement mandatory training for all staff will commence at the same time in January every year regardless of the hire date.  LCCA reported she will oversee this process.
Additionally, LCCA reported the operation utilizes the recently launched DFPS training hub in which each employee is notified via email for upcoming trainings."
07/01/2022,748.2151(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/20/2022,09/19/2022,Individual Standards Evaluated,Medium High,Yes,"The medication logs are pre-filled with the date, time, amount given and amount remaining, when it should be a cumulative record written as medication is given. The medication log was not updated within two hours of the scheduled dose, after a child was admitted to the hospital.","The Hemple Shelter Licensed Administrator submitted a revised copy of the child's medication log providing a specific narrative related to why the child was not administered medication reflecting on medication log. The child's medication log now provides a reason of the child not being administered medication due to being hospitalized on the indicated dates.
Additionally, LCCA submitted a revised copy of the operation's medication log in which a time change column was added to the medication log to ensure if the child's medication was not administered at the pre-filled time on the log, the pharmacy technician can adjust the time when the medication was actually administered to the child.
LCCA reported the operation has a pharmacy technician who specifically frequents the operation to administer medication at certain times of the day which times of medication administration is indicated on medication log.

LCCA reported she will continue to ensure that medications are properly administered to children in care.  In addition, LCCA reported she will review medication logs to ensure the pharmacy technician documents the reason a child has not been administered medication, such as, due to hospitalization."
07/01/2022,748.1101(b)(5)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/20/2022,09/19/2022,Individual Standards Evaluated,Medium,Yes,"The child's service plan is not signed by the child, nor is there notes advising the child's desire/inability to not sign. ","Licensed Administrator submitted a revised copy of the child's service plan indicating the child's inability to sign the service plan.
Administrator reported that moving forward if a child in care is unable to sign the ISP, the reason will be indicated on the service plan.  Administrator reported she will oversee this process by doublechecking to ensure signatures for each person is reflected on the service plan."
05/25/2022,748.1331(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/05/2022,07/19/2022,Individual Standards Evaluated,Medium Low,Yes,"One of one child records reviewed found that a child was admitted to care on 05/12/22, but a 72 hour service plan was not completed until 05/16/22.","Corrective Action    Since, we are now RTC, we will schedule placement to where it falls within 72 hours during the weekdays, but if the 72 hours of admission approaches into the weekend, a backup person will be available to complete it. Also, the LCCA will oversee this process. "
07/26/2021,748.3351(1) - Physical Site,Physical Site,No,08/02/2021,08/03/2021,P:Physical Site,Medium High,Yes,The toilet seat in the bathroom upstairs was broken.  There was a hole in the laundry room door.  There was a missing smoke detector in the upstairs bedroom.,"Photographs of the repaired toilet seat, repaired door, and smoke detector were provided.  Photographs are uploaded in the digital storage. "
07/26/2021,"748.1335 - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,08/04/2021,08/11/2021,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Two out of three child's files reviewed did not have an initial service plan in their files.  ,The two child's updated service plans were provided via email.  The service plans will be uploaded into the digital storage.  
03/16/2021,748.3301(c) - Physical Site,Physical Site,No,03/23/2021,03/19/2021,P:Physical Site,Medium High,Yes,The blind covering the window in the dining room need to be replaced.,Photos of the replaced blinds were sent
03/16/2021,748.3301(i) - Physical Site,Physical Site,No,03/23/2021,04/19/2021,P:Physical Site,Medium High,Yes,"The couch in the common area was damaged and peeling.  

Three of six chairs in the dining room area were observed damaged/broken. The chairs were removed during the inspection.",Photos of new couch were sent
03/16/2021,748.3301(a) - Physical Site,Physical Site,Yes,03/16/2021,,P:Physical Site,High,No,Two chairs outside were broken and in need of repair.,
03/16/2021,748.3443(a)(6) - Physical Site,Physical Site,Yes,03/16/2021,,P:Physical Site,Medium,No,There were several food items stored in the refrigerator that did not have lids and covered with aluminum foil.  ,
01/12/2021,748.565(2) - Personnel,Personnel,No,01/19/2021,01/13/2021,E:Personnel,Medium Low,Yes,Two service plans reviewed did not have a date for the signature. ,The services plans were reviewed by the Designee (Program Director) and corrected immediately. The Administrator will review all service plans to ensure the final copies are dated prior to placing in the childrens files.  
01/12/2021,"748.1271(3) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,01/19/2021,01/13/2021,"I:Admission, Service Planning, Discharge",Medium High,Yes,A child's peanut allergy was not documented in his admission assessment. ,"While the childs peanut allergy is documented on the childs binder cover, refrigerator, and medication record it was added immediately to the admission assessment. The Administrator will provide additional training to the Case Manager and Designee about documenting all pertinent information that will prevent illness or harm to a child. The administrator or designee "
01/12/2021,748.565(1) - Personnel,Personnel,No,01/19/2021,01/13/2021,E:Personnel,Medium Low,Yes,"One  admission assessment reviewed did not have a signature. 
One admission assessment reviewed did not have a date. ","Immediately the Administrator/Designee corrected that admission assessment. The case manager upon completing the childs admission assessment will place the assessment marked urgent in the incoming mailbox for immediate attention to be reviewed, signed, and dated by the Administrator or Designee."
01/12/2021,"748.1331(c) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,01/19/2021,01/13/2021,"I:Admission, Service Planning, Discharge",Medium Low,Yes,The preliminary assessment did not include a child's dietary restriction that was identified at the time of admission. ,"The correction was made immediately, and the case manager was reminded about the importance of detailing the likes and dislikes expressed by the child. The Administrator/Designee will provide additional review on the unique preferences of each child to promote a homelike environment. The review will also ensure consistent documentation in the service plan and intake assessment."
12/17/2020,748.1217(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/24/2020,01/13/2021,Individual Standards Evaluated,Medium,Yes,One of one children's files reviewed did not contain a admissions assessment. ,The childs Admission Assessment with all necessary information is compiled during intake and completed within a 72-Hour assessment entitled 72-Hour Service Plan. This document if placed in each childs file as required for Emergency Placement Services (see 748.4231 as referenced in the standard 748.1217(a) as not applicable to emergency placements). Effective immediately all 72-Hour Service Plan will be renamed 72-Hour Admission Assessment as referenced in standards/rule 748.4231 Admission Assessment for Emergency Placements.
12/17/2020,748.3441(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,12/17/2020,,Individual Standards Evaluated,Medium High,Yes,A bag of all purpose flour was observed open on sitting on the pantry closet floor. ,
12/10/2020,748.535(2)(G) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2021,02/11/2021,Individual Standards Evaluated,Medium,Yes,A childre in care assisted caregivers in supervising another child in care. ,The Administrator developed a Safety Plan immediately to ensure no resident is responsible for supervision and caring for any other resident. The Safety Plan was issued during the investigation on 12/17/20. The safety was provided to review and for record.
11/04/2020,748.1501(b)(2) - Child Care,Child Care,No,11/11/2020,12/10/2020,J:Child Care,Medium Low,Yes,"In one file reviewed, the follow up treatment for the dental exam was not completed. ","The childs file reviewed did not have afollow-upreferral for an Endodontistappointment scheduledbecause the child was expected to discharge that week. Immediately a follow-up appointment with the Endodontist was scheduled for the child November 27, 2020. The Case Manager or staffwill promptly schedulefollow-up treatmentsand document appointments in each childs file; even though the child may be dischargedrequiring the appointment to be cancelled or rescheduled."
11/04/2020,748.2151(c)(6) - Medication,Medication,No,11/11/2020,12/10/2020,L:Medication,Medium,Yes,"On three (3) logs reviewed, the medication log did not include the signature of the person administering the medication. ","Medication training conducted by the Program Director was immediately scheduled for all staff to complete. Staff administering medication must also satisfactorily pass a proficiency exam. In addition, the Supervisor and/or Program Director will audit the medication logs dailyto ensure accuracy including staff signatures for a week.Then the MARs will be monitoredcontinuously on anongoing,weekly basis, (attached MAR Training  Staff Sign-In Sheet).  "
11/04/2020,748.151(3) - Organization and Administration,Organization and Administration,No,11/11/2020,12/10/2020,C:Organization and Administration,Medium,Yes,"In 2 files reviewed, wrong medication log for different child was found.","The Case Manager will maintain the childs file with the current, true, accurate and complete documents pertaining to that specific child. The Program Director/Designee will randomly review all childrens records to verify and ensure that all required documentsincluding MARs are placed in each childs file on a weekly basis."
