Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/27/2025,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2025,07/21/2025,Individual Standards Evaluated,Medium High,Yes,"The service plans reviewed had the same supervision requirements, as well as the same generic statements documented. ","Inspector received an email from administrator concerning the compliance. Administrator, met with the staff to review the requirements for documentation of supervision in service plans. The deficiency was discussed with them. All service plans for current youth by 7/21/25 and any needed corrections made. In addition, the Clinical Manager will routinely audit these plans to ensure compliance with this standard.   
"
05/08/2025,748.2451(a)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/28/2025,07/09/2025,Individual Standards Evaluated,Medium High,Yes,"After placing a child in their bedroom, the staff member blocked the door by using their foot, preventing the child from opening or leaving the bedroom. ",A meeting was conduced was conducted with staff concerning seclusion and children. Staff also signed a memo concerning seclusion. Staff involved no longer employed with operation.
05/08/2025,748.2551(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/28/2025,07/09/2025,Individual Standards Evaluated,Medium High,Yes,A staff member inappropriate intervene when a child would not return to their room.  The staff member grabbed the child by the arm and then drugged across the room. The child was then picked up and carried to their room. ,Two staff who were a part of the incident are no longer employed. Additional training concerning EBI was conducted with the rest of the staff.
05/08/2025,748.930(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/28/2025,07/09/2025,Individual Standards Evaluated,Medium High,Yes,A staff member did not complete EBI training that was due on 04/15/25.,Staff who was a part of the incident is no longer employed. The rest of the staff took part in an EBI training. 
05/08/2025,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/28/2025,07/09/2025,Individual Standards Evaluated,High,Yes,"Staff members did not intervene, when another staff was using inappropriate discipline techniques that could have caused injury to a child.  ",Two staff who were a part of the incident are no longer with the operation. Additional training concerning EBI was conducted with the rest of the staff.
02/28/2025,748.1103(d) - Children's Rights,Children's Rights,Yes,02/28/2025,,H:Children's Rights,Medium,Yes,"One out of four children's rights reviewed did not have a signature for the child. 

The child was at the operation and signed the form during the inspection.",
06/11/2024,748.3237(c) - Safety and Emergency Practices,Safety and Emergency Practices,No,07/05/2024,07/08/2024,O:Safety and Emergency Practices,Medium High,Yes,The emergency doors are locked and have a ten second delay when the alarm is set off not allowing the children to easily open the doors. ,Inspector received an email from the administrator with an updated fire inspection and a floor plan stating if the fire alarm goes off all doors automatically unlock and there is free egress. This means the door unlock automatically. A copy of this plan is in the CLASS library.
03/02/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/06/2024,05/16/2024,Individual Standards Evaluated,Medium High,Yes,A caregiver did not demonstrate prudent judgement when throwing a bean bag at a child's head. ,"Inspector spoke with director. The director stated that they reviewed of the video coverage from the incident was conducted with program leadership and identified staff. Thorough debriefing was conducted by the Secure Assessment Facilitys director. The debrief happened 3/7/24 with the staff member. They discussed and provided additional training on how to properly intervene in the event that a client has gotten into a restricted area. 
In addition, ongoing training has been conducted and will continue to be done with direct care staff regarding de-escalation techniques, and how to identify the proper technique for various situations.
The youth is no longer at the operation. "
03/02/2024,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/06/2024,05/16/2024,Individual Standards Evaluated,High,Yes,"A safe environment was not provided when a child was able to gain access to a medication room, left in the room out of the view of staff, and throw objects stored in the room at staff. ","Inspector spoke with director. The director stated that they reviewed of the video coverage from the incident was conducted with program leadership and identified staff. Thorough debriefing was conducted by the Secure Assessment Facilitys director. The debrief happened 3/7/24 with the staff member. They discussed and provided additional training on how to properly intervene in the event that a client has gotten into a restricted area. The maintenance worker also checked the window shade to ensure the lock was working properly. Inspector took photos and a video of the window locked and unable to push open.
In addition, ongoing training has been conducted and will continue to be done with direct care staff regarding de-escalation techniques, and how to identify the proper technique for various situations.
The youth is no longer at the operation."
12/15/2023,748.3233(b)(2) - Safety and Emergency Practices,Safety and Emergency Practices,No,12/26/2023,12/26/2023,O:Safety and Emergency Practices,Medium High,Yes,The evaculation plans do not designate where the staff and children are to meet after they leave the building. ,RCCR Inspector received a copy of the updated evaluation plan. They replace the old ones at the operation. They note the meeting place. A copy is updated in the Library.
11/14/2023,"748.1207(a)(2) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,11/24/2023,11/27/2023,"I:Admission, Service Planning, Discharge",High,Yes,One out of one children files reviewed had the medical consenter form completed with the GRO staff and not the child's worker.,The director sent a copy of the medical consenter form with the child's worker's signature. A copy has been uploaded to the library. 
08/22/2023,748.125(d)(5) - Organization and Administration,Organization and Administration,No,08/29/2023,09/28/2023,C:Organization and Administration,Medium Low,No,The operations policy does not address how the operation will conduct screening in a manner that protects the childs privacy.,Agency administrator submitted policies and were approved by RCCR.
08/22/2023,748.101(3) - Organization and Administration,Organization and Administration,Yes,08/22/2023,,C:Organization and Administration,Low,Yes,"Floor Plan did not include the severe weather shelter locations, or the meeting place for the fire evacuation.  This was edited during the inspection.",
08/22/2023,748.125(g)(1)(A) - Organization and Administration,Organization and Administration,No,08/29/2023,09/28/2023,C:Organization and Administration,Medium,No,The operations policy does not address who will serve on the postvention team or address this standard in the policy. ,Agency administrator submitted policies and were approved by RCCR.
08/22/2023,748.125(c)(2) - Organization and Administration,Organization and Administration,No,08/29/2023,09/28/2023,C:Organization and Administration,Low,No,"The operations policy does not indicate how they will promote suicide prevention training for non-employees, as appropriate.",Agency administrator submitted policies and were approved by RCCR.
